coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,liquidity_score,price_change_ratio,volume_to_price,is_stable_coin
Pylon Protocol,MINE,0.053553941991,0.011,0.046,0.093,1026416.0,102790559.0,2022-03-16,0.009985508494024242,0.8589470408682618,19166021.43260517,0
Tenset,10SET,3.29,0.001,0.003,0.345,2346397.0,290187601.0,2022-03-17,0.008085793438155891,0.0009118541033434651,713190.5775075988,0
Wrapped NXM,WNXM,26.65,0.027,0.024,0.005,3964149.0,70945266.0,2022-03-16,0.05587615951711281,0.0009005628517823641,148748.55534709195,0
Band Protocol,BAND,3.57,0.001,-0.012,-0.043,14710862.0,148621625.0,2022-03-17,0.0989819752004461,-0.0033613445378151263,4120689.635854342,0
GMX,GMX,25.47,0.003,0.119,0.0139999999999999,3169278.0,190389663.0,2022-03-17,0.016646271389219276,0.004672163329407146,124431.80212014135,0
Secret,SCRT,4.61,0.017,0.008,0.027,19871872.0,763750478.0,2022-03-16,0.02601880139183363,0.0017353579175704988,4310601.301518437,0
JUNO,JUNO,39.16,0.003,0.021,-0.071,8314477.0,1786829872.0,2022-03-17,0.004653200134097602,0.0005362614913176711,212320.6588355465,0
BENQI Liquid Staked AVAX,SAVAX,73.3,0.035,0.036,0.003,232010.0,108588792.0,2022-03-16,0.002136592513157343,0.0004911323328785812,3165.211459754434,0
Ethereum,ETH,2744.41,0.024,0.034,0.065,19748695312.0,327104429349.0,2022-03-16,0.0603742827674442,1.238881945481907e-05,7195971.196723522,0
Ampleforth,AMPL,1.07,0.0,-0.049,0.104,1359111.0,88008725.0,2022-03-17,0.015442912052185735,-0.04579439252336449,1270197.196261682,0
MAPS,MAPS,0.944908,0.0069999999999999,0.143,0.121,1481120.0,70633226.0,2022-03-17,0.020969168249514752,0.1513374847075059,1567475.3520977704,0
Theta Fuel,TFUEL,0.164365,0.005,0.012,0.025,15319348.0,1886178774.0,2022-03-17,0.0081218960849148,0.07300824384753445,93203224.53076993,0
Humans.ai,HEART,0.044270474958,0.025,0.086,-0.547,1852838.0,1309127902.0,2022-03-16,0.0014153223662633386,1.9426039608020775,41852679.5061,0
Persistence,XPRT,3.3,0.012,0.045,0.038,2580206.0,273550379.0,2022-03-16,0.00943228815632531,0.013636363636363637,781880.6060606061,0
Decentraland,MANA,2.43,0.021,0.065,0.0139999999999999,481292822.0,3652548066.0,2022-03-16,0.13176905910702394,0.026748971193415638,198062889.71193415,0
Coinmetro,XCM,0.613238,0.003,0.006,-0.024,36444.53,185482862.0,2022-03-17,0.00019648462185147865,0.009784129489692421,59429.66678516335,0
Cardano,ADA,0.838396,0.002,0.018,-0.013,784436216.0,26891734979.0,2022-03-17,0.029170160148185804,0.02146956808000038,935639263.5461047,0
Dopex Rebate Token,RDPX,101.45,0.0559999999999999,0.04,0.113,3498225.0,90554011.0,2022-03-16,0.038631364435088356,0.00039428289797930016,34482.25726959093,0
Aergo,AERGO,0.216541,0.011,0.003,-0.14,8958942.0,78030243.0,2022-03-16,0.11481371395959897,0.013854189275933888,41372959.39337123,0
Ankr Reward-Bearing Staked ETH,AETHC,2196.39,0.021,0.002,-0.02,1309490.0,116894099.0,2022-03-16,0.011202361891681119,9.105850964537264e-07,596.2010389775951,0
Frax Share,FXS,17.92,0.006,-0.011,0.006,4834916.0,1031430071.0,2022-03-16,0.004687584874573625,-0.0006138392857142856,269805.58035714284,0
MaidSafeCoin,MAID,0.29492,0.023,0.01,0.045,3041.72,132775927.0,2022-03-16,2.290867078638434e-05,0.033907500339075004,10313.71219313712,0
Regen,REGEN,0.873466,-0.002,0.013,-0.04,185688.0,107921529.0,2022-03-17,0.001720583480613956,0.014883235294791096,212587.55349378224,0
PancakeSwap,CAKE,6.51,0.002,0.172,0.043,449533416.0,1806774957.0,2022-03-17,0.24880432079178968,0.026420890937019968,69052752.07373272,0
DUSK Network,DUSK,0.325281,0.021,-0.046,-0.038,27805515.0,129420731.0,2022-03-16,0.2148459121282509,-0.1414161909241548,85481522.13009675,0
Conflux,CFX,0.118894,-0.001,0.022,-0.055,5488882.0,185392410.0,2022-03-17,0.029606832340115758,0.18503877403401348,46166181.64078928,0
Power Ledger,POWR,0.503878,0.01,0.005,-0.023,32211271.0,216689443.0,2022-03-16,0.14865177811177446,0.009923036925605007,63926726.310733944,0
TerraUSD,UST,1.0,-0.001,0.003,0.001,742209053.0,15025463384.0,2022-03-16,0.04939674963970482,0.003,742209053.0,0
Kishu Inu,KISHU,1.544e-09,0.046,0.094,0.147,7104908.0,149823531.0,2022-03-16,0.04742184323502561,60880829.01554404,4601624352331606.0,0
Mina Protocol,MINA,2.02,-0.013,0.118,0.068,132755480.0,851729245.0,2022-03-17,0.15586582329928098,0.05841584158415841,65720534.653465346,0
Klever,KLV,0.021137782806,0.027,0.034,0.054,4429411.0,109983784.0,2022-03-16,0.04027330974537119,1.608494150595068,209549461.29651323,0
Radicle,RAD,4.43,0.018,0.016,0.021,5082786.0,182383890.0,2022-03-16,0.027868612737671074,0.003611738148984199,1147355.756207675,0
Synapse,SYN,2.17,0.012,-0.078,0.0,9229483.0,380868743.0,2022-03-16,0.024232713158086592,-0.035944700460829496,4253217.97235023,0
flexUSD,FLEXUSD,1.0,-0.0,-0.005,0.002,312664.0,132659636.0,2022-03-17,0.0023568887223541003,-0.005,312664.0,0
Loom Network (OLD),LOOMOLD,0.082172200347,0.005,0.102,0.018,2657217.0,68416663.0,2022-03-17,0.03883874020573029,1.241295712774763,32337177.156982526,0
Moonbeam,GLMR,2.41,-0.004,0.0139999999999999,-0.08,44775987.0,485893979.0,2022-03-17,0.0921517634199785,0.005809128630705352,18579247.71784232,0
VeThor Token,VTHO,0.003276533427,-0.002,0.01,0.021,5281032.0,149610423.0,2022-03-17,0.0352985567055044,3.052006098151124,1611774186.8531227,0
ShareToken,SHR,0.007189378251,0.013,-0.046,-0.138,221837.0,69453171.0,2022-03-16,0.0031940514278318553,-6.398327976915343,30856214.856847152,0
Hifi Finance,MFT,0.007610380739,-0.003,0.0069999999999999,0.0579999999999999,13457578.0,71444464.0,2022-03-17,0.18836418172302336,0.9197962940445075,1768318624.459296,0
USD Coin,USDC,0.999739,-0.001,0.0,-0.0,3569816487.0,52596068421.0,2022-03-17,0.06787230669839728,0.0,3570748452.346062,1
Ark,ARK,0.855048,0.008,0.024,-0.053,2191914.0,139681382.0,2022-03-17,0.01569224164749458,0.028068599657563083,2563498.189575322,0
xSUSHI,XSUSHI,3.8,0.002,0.033,0.055,107293.0,213613208.0,2022-03-16,0.0005022769940330656,0.00868421052631579,28235.0,0
Gala,GALA,0.230194,-0.001,0.01,-0.0139999999999999,598834885.0,1738051630.0,2022-03-17,0.3445437837770101,0.04344161880848328,2601435680.339192,0
sETH2,SETH2,2818.01,0.005,0.0279999999999999,0.035,958190.0,119015862.0,2022-03-17,0.008050943663290865,9.936089651917452e-06,340.0236336989577,0
Maker,MKR,2079.04,0.008,0.052,0.087,96980207.0,1874509741.0,2022-03-17,0.05173630463411926,2.501154378944128e-05,46646.62873249192,0
Lido DAO,LDO,2.9,0.016,-0.024,0.2289999999999999,6548070.0,320418126.0,2022-03-17,0.02043601615721328,-0.008275862068965517,2257955.1724137934,0
ConstitutionDAO,PEOPLE,0.060612313279,0.061,0.102,0.075,143678395.0,307184638.0,2022-03-16,0.46772649809395744,1.6828263843105844,2370448960.4058623,0
JOE,JOE,0.982235,-0.011,0.1119999999999999,-0.033,47914853.0,180295364.0,2022-03-17,0.2657575432721609,0.11402566595570297,48781455.55798765,0
DigiByte,DGB,0.01993648681,0.004,0.0139999999999999,-0.035,12119980.0,302087064.0,2022-03-17,0.040120817619651535,0.7022300435088492,607929577.3376031,0
TempleDAO,TEMPLE,0.666697,0.021,-0.003,-0.025,1492924.0,71996496.0,2022-03-16,0.02073606471070481,-0.004499795259315702,2239284.112572878,0
Hive,HIVE,0.921978,0.003,0.063,0.008,27492473.0,342506941.0,2022-03-17,0.08026836746645669,0.06833134847035396,29819011.95039361,0
Polkadot,DOT,18.88,0.001,0.02,0.0559999999999999,665211395.0,20667608398.0,2022-03-17,0.03218618149666375,0.001059322033898305,35233654.39618644,0
cDAI,CDAI,0.021895790224,-0.001,0.0,-0.0,93.89,1942222665.0,2022-03-16,4.834152216012782e-08,0.0,4288.03888964405,0
Badger DAO,BADGER,7.32,0.024,0.027,-0.006,4125819.0,72581913.0,2022-03-16,0.05684362438890251,0.003688524590163934,563636.475409836,0
cDAI,CDAI,0.021937899212,0.0,0.001,0.001,187.54,1928856560.0,2022-03-17,9.722858811232702e-08,0.045583216074445335,8548.676342601477,0
DEAPCOIN,DEP,0.027101682754,-0.008,-0.018,-0.159,5123322.0,126235341.0,2022-03-17,0.04058548073316489,-0.664165401218245,189040733.98334783,0
Power Ledger,POWR,0.511559,0.002,0.013,-0.04,31170583.0,219951909.0,2022-03-17,0.14171544653426946,0.025412513512615358,60932527.821815275,0
Energy Web Token,EWT,4.91,0.015,-0.009,0.042,2224285.0,205388247.0,2022-03-16,0.010829660569623539,-0.0018329938900203664,453011.2016293279,0
Lido Staked Ether,STETH,2745.31,0.026,0.035,0.067,20327033.0,6972219575.0,2022-03-16,0.002915432134823436,1.2749015593867361e-05,7404.276019830183,0
Origin Dollar,OUSD,0.993428,0.001,-0.002,0.001,886336.0,150338408.0,2022-03-16,0.005895605865402007,-0.0020132309538285612,892199.5353462959,0
Rai Reflex Index,RAI,3.03,0.001,-0.001,0.003,1012855.0,76393616.0,2022-03-16,0.013258372270269285,-0.00033003300330033004,334275.5775577558,0
SKALE,SKL,0.12635,0.013,0.043,0.1119999999999999,11283316.0,407687711.0,2022-03-16,0.02767637016167014,0.34032449544914917,89302065.69054215,0
XSGD,XSGD,0.73676,0.004,0.004,0.006,4120965.0,179572544.0,2022-03-16,0.022948747666012907,0.0054291763939410395,5593361.474564309,0
Redacted Cartel,BTRFLY,129.99,-0.001,0.14,-0.212,2195840.0,80079688.0,2022-03-17,0.02742068625442197,0.0010770059235325794,16892.37633664128,0
DeFi Kingdoms,JEWEL,4.16,0.04,0.016,-0.074,11440253.0,302825745.0,2022-03-16,0.03777833684517147,0.003846153846153846,2750060.817307692,0
BTC Standard Hashrate Token,BTCST,15.38,0.032,0.022,-0.08,10770376.0,110711281.0,2022-03-16,0.09728345569409498,0.0014304291287386215,700284.5253576073,0
Ion,ION,7395.39,-0.037,0.048,-0.139,417792.0,157510201.0,2022-03-17,0.002652475822819882,6.490529911201438e-06,56.49357234709731,0
Wilder World,WILD,1.17,0.065,-0.002,-0.127,4735954.0,97124495.0,2022-03-16,0.04876168468108895,-0.0017094017094017096,4047823.931623932,0
cVault.finance,CORE,6768.4,0.016,0.031,0.004,295513.0,68514733.0,2022-03-16,0.004313130724744998,4.580107558654926e-06,43.660687902606234,0
Sperax,SPA,0.166557,0.008,-0.017,-0.021,464074.0,129752776.0,2022-03-16,0.0035766017060012653,-0.10206716019140595,2786277.3705097954,0
Pundi X,PUNDIX,0.745885,0.0,0.008,-0.049,4093358.0,192900544.0,2022-03-17,0.021220043837719815,0.010725513986740584,5487921.060217057,0
Biconomy,BICO,1.31,0.012,0.077,0.035,29389338.0,151360962.0,2022-03-16,0.1941672252320912,0.05877862595419847,22434609.160305344,0
APENFT,NFT,1.538902e-06,0.001,0.01,-0.052,52887977.0,426608620.0,2022-03-17,0.12397306224145213,6498.139582637491,34367345678932.12,0
SafeMoon,SFM,0.001028389235,0.038,-0.034,-0.088,406894.0,566255393.0,2022-03-16,0.000718569756738723,-33.061411810674976,395661473.44978774,0
dYdX,DYDX,4.8,0.0,0.034,-0.053,84542474.0,410559152.0,2022-03-17,0.20592032497183257,0.007083333333333334,17613015.416666668,0
Spookyswap,BOO,13.41,-0.005,0.027,-0.073,3033122.0,120688730.0,2022-03-17,0.025131774938720458,0.002013422818791946,226183.5943325876,0
NEM,XEM,0.098240605826,0.021,0.043,0.037,20866042.0,879585159.0,2022-03-16,0.023722594437271538,0.43770088385000344,212397326.18258825,0
agEUR,AGEUR,1.1,0.003,0.003,0.011,3811883.0,115711833.0,2022-03-16,0.03294289703283847,0.002727272727272727,3465348.1818181816,0
Celo,CELO,2.52,0.022,0.037,-0.076,46620149.0,1074226736.0,2022-03-16,0.043398797886557164,0.014682539682539682,18500059.126984127,0
Somnium Space CUBEs,CUBE,5.9,0.024,0.055,0.114,223101.0,76435550.0,2022-03-16,0.002918811992587219,0.009322033898305083,37813.72881355932,0
Beta Finance,BETA,0.387492,0.019,0.012,-0.072,18604900.0,138948965.0,2022-03-16,0.1338973629634449,0.030968381282710355,48013636.41055816,0
Injective,INJ,5.33,0.027,0.024,0.021,16026155.0,256116913.0,2022-03-16,0.06257359114741477,0.00450281425891182,3006783.3020637897,0
SingularityNET,AGIX,0.084142124159,0.026,-0.003,-0.036,868150.0,73918145.0,2022-03-16,0.01174474819410038,-0.0356539608428594,10317662.035242796,0
Sushi,SUSHI,3.12,0.036,0.069,0.0819999999999999,132202954.0,603245561.0,2022-03-16,0.21915280036349907,0.022115384615384617,42372741.666666664,0
Neutrino USD,USDN,1.0,-0.001,-0.003,0.008,6067663.0,685994297.0,2022-03-17,0.008845063328565834,-0.003,6067663.0,0
Litecoin,LTC,109.44,0.016,0.013,0.089,735718470.0,7629784997.0,2022-03-16,0.09642715624218526,0.00011878654970760234,6722573.739035088,0
Persistence,XPRT,3.61,-0.001,0.091,0.07,5704698.0,298811585.0,2022-03-17,0.019091287909737503,0.025207756232686982,1580248.753462604,0
Harmony,ONE,0.127445,0.025,0.017,-0.012,75144435.0,1499937034.0,2022-03-16,0.0500983929969423,0.13339087449488016,589622464.5925694,0
LINK,LN,129.46,0.036,0.018,0.024,1207902.0,759436472.0,2022-03-16,0.0015905240853378451,0.0001390390854317936,9330.31052062413,0
Coinmetro,XCM,0.609647,0.005,-0.055,-0.017,54700.31,184318822.0,2022-03-16,0.00029677007158823964,-0.09021614147203216,89724.56191861846,0
Alpha Finance,ALPHA,0.280024,0.003,0.004,-0.003,5728562.0,125007857.0,2022-03-17,0.04582561558510678,0.01428448990086564,20457396.50887067,0
Bonfida,FIDA,1.61,0.02,0.0069999999999999,-0.114,4391814.0,85251644.0,2022-03-16,0.05151588630947692,0.004347826086956459,2727834.7826086953,0
Curve DAO Token,CRV,2.02,0.026,0.022,-0.006,150926378.0,791197822.0,2022-03-16,0.19075681682045884,0.01089108910891089,74716028.71287128,0
